2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 15:30:56,909 - INFO - Epoch 38: Learning Rate: [9.91965597819885e-05]
Epoch 38/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 15:31:02,118 - INFO - valid_loss:1.1926438013712566 in epoch38
2025-02-03 15:31:02,118 - INFO - valid_acc:0.911244564972753 in epoch38
2025-02-03 15:31:02,119 - INFO - Mean iou = 84.27% in epoch38
Epoch 39/500 [Training]: 100%|████████████████████████████████| 188/188 [02:18<00:00,  1.36batch/s]
2025-02-03 15:33:20,140 - INFO - train_loss:1.1847748242794198 in epoch39
2025-02-03 15:33:20,141 - INFO - train_acc:0.9001369960821272 in epoch39
2025-02-03 15:33:20,141 - INFO - Epoch 39: Learning Rate: [9.913831475694222e-05]
Epoch 39/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-03 15:33:25,446 - INFO - valid_loss:1.192859709262848 in epoch39
2025-02-03 15:33:25,446 - INFO - valid_acc:0.91166190872267 in epoch39
2025-02-03 15:33:25,446 - INFO - Mean iou = 84.36% in epoch39
Epoch 40/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:35:42,873 - INFO - train_loss:1.1848213393637474 in epoch40
2025-02-03 15:35:42,874 - INFO - train_acc:0.9025307131479824 in epoch40
2025-02-03 15:35:42,874 - INFO - Epoch 40: Learning Rate: [9.907805005376832e-05]
Epoch 40/500 [Validation]: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 15:35:48,119 - INFO - valid_loss:1.1927405099074047 in epoch40
2025-02-03 15:35:48,119 - INFO - valid_acc:0.9105006341270706 in epoch40
2025-02-03 15:35:48,119 - INFO - Mean iou = 84.18% in epoch40
Epoch 41/500 [Training]: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 15:38:05,021 - INFO - train_loss:1.1845077656685037 in epoch41
2025-02-03 15:38:05,022 - INFO - train_acc:0.9036927976737553 in epoch41
2025-02-03 15:38:05,022 - INFO - Epoch 41: Learning Rate: [9.90157681497127e-05]
Epoch 41/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 15:38:10,226 - INFO - valid_loss:1.1924805343151093 in epoch41
2025-02-03 15:38:10,226 - INFO - valid_acc:0.907778208528495 in epoch41
2025-02-03 15:38:10,226 - INFO - Mean iou = 83.75% in epoch41
Epoch 42/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:40:27,286 - INFO - train_loss:1.1845960154178294 in epoch42
2025-02-03 15:40:27,286 - INFO - train_acc:0.9041991641684131 in epoch42
2025-02-03 15:40:27,286 - INFO - Epoch 42: Learning Rate: [9.895147160494048e-05]
Epoch 42/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 15:40:32,518 - INFO - valid_loss:1.1924517452716827 in epoch42
2025-02-03 15:40:32,518 - INFO - valid_acc:0.9071708134143343 in epoch42
2025-02-03 15:40:32,518 - INFO - Mean iou = 83.63% in epoch42
Epoch 43/500 [Training]: 100%|████████████████████████████████| 188/188 [02:14<00:00,  1.40batch/s]
2025-02-03 15:42:46,763 - INFO - train_loss:1.1847485100969355 in epoch43
2025-02-03 15:42:46,764 - INFO - train_acc:0.9036917695628589 in epoch43
2025-02-03 15:42:46,764 - INFO - Epoch 43: Learning Rate: [9.888516306243081e-05]
Epoch 43/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 15:42:52,041 - INFO - valid_loss:1.1931596299012501 in epoch43
2025-02-03 15:42:52,042 - INFO - valid_acc:0.9083760588002813 in epoch43
2025-02-03 15:42:52,042 - INFO - Mean iou = 83.82% in epoch43
Epoch 44/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:45:09,303 - INFO - train_loss:1.18451182892982 in epoch44
2025-02-03 15:45:09,304 - INFO - train_acc:0.9048622333564751 in epoch44
2025-02-03 15:45:09,304 - INFO - Epoch 44: Learning Rate: [9.881684524786815e-05]
Epoch 44/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-03 15:45:14,649 - INFO - valid_loss:1.1926395793755848 in epoch44
2025-02-03 15:45:14,650 - INFO - valid_acc:0.9104456669454245 in epoch44
2025-02-03 15:45:14,650 - INFO - Mean iou = 84.16% in epoch44
Epoch 45/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:47:31,963 - INFO - train_loss:1.1845594365546044 in epoch45
2025-02-03 15:47:31,964 - INFO - train_acc:0.9052709982120762 in epoch45
2025-02-03 15:47:31,964 - INFO - Epoch 45: Learning Rate: [9.874652096953027e-05]
Epoch 45/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-03 15:47:37,226 - INFO - valid_loss:1.193451593319575 in epoch45
2025-02-03 15:47:37,226 - INFO - valid_acc:0.9116171892173868 in epoch45
2025-02-03 15:47:37,226 - INFO - Mean iou = 84.34% in epoch45
Epoch 46/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:49:54,423 - INFO - train_loss:1.1844553085083658 in epoch46
2025-02-03 15:49:54,423 - INFO - train_acc:0.9062655603115317 in epoch46
2025-02-03 15:49:54,423 - INFO - Epoch 46: Learning Rate: [9.867419311817282e-05]
Epoch 46/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 15:49:59,668 - INFO - valid_loss:1.192637989918391 in epoch46
2025-02-03 15:49:59,668 - INFO - valid_acc:0.9100934577887901 in epoch46
2025-02-03 15:49:59,668 - INFO - Mean iou = 84.12% in epoch46
Epoch 47/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 15:52:16,621 - INFO - train_loss:1.1845232597056856 in epoch47
2025-02-03 15:52:16,622 - INFO - train_acc:0.9059711519360856 in epoch47
2025-02-03 15:52:16,622 - INFO - Epoch 47: Learning Rate: [9.859986466691047e-05]
Epoch 47/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.23batch/s]
2025-02-03 15:52:22,015 - INFO - valid_loss:1.1932452420393627 in epoch47
2025-02-03 15:52:22,015 - INFO - valid_acc:0.9121906488479272 in epoch47
2025-02-03 15:52:22,015 - INFO - Mean iou = 84.44% in epoch47
Epoch 48/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 15:54:38,789 - INFO - train_loss:1.1842628178444314 in epoch48
2025-02-03 15:54:38,790 - INFO - train_acc:0.9077868532012888 in epoch48
2025-02-03 15:54:38,790 - INFO - Epoch 48: Learning Rate: [9.852353867109473e-05]
Epoch 48/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.15batch/s]
2025-02-03 15:54:44,380 - INFO - valid_loss:1.1930757562319438 in epoch48
2025-02-03 15:54:44,381 - INFO - valid_acc:0.9084908469564706 in epoch48
2025-02-03 15:54:44,381 - INFO - Mean iou = 83.86% in epoch48
Epoch 49/500 [Training]: 100%|████████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-03 15:56:56,920 - INFO - train_loss:1.1844668781503718 in epoch49
2025-02-03 15:56:56,921 - INFO - train_acc:0.9060099972113592 in epoch49
2025-02-03 15:56:56,921 - INFO - Epoch 49: Learning Rate: [9.844521826818832e-05]
Epoch 49/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 15:57:02,208 - INFO - valid_loss:1.1928051610787709 in epoch49
2025-02-03 15:57:02,208 - INFO - valid_acc:0.908884199659978 in epoch49
2025-02-03 15:57:02,208 - INFO - Mean iou = 83.94% in epoch49
Epoch 50/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 15:59:19,689 - INFO - train_loss:1.1843956087497955 in epoch50
2025-02-03 15:59:19,689 - INFO - train_acc:0.9076274676691048 in epoch50
2025-02-03 15:59:19,690 - INFO - Epoch 50: Learning Rate: [9.836490667763629e-05]
Epoch 50/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-03 15:59:25,053 - INFO - valid_loss:1.1927785476048787 in epoch50
2025-02-03 15:59:25,053 - INFO - valid_acc:0.9082520705996299 in epoch50
2025-02-03 15:59:25,054 - INFO - Mean iou = 83.83% in epoch50
Epoch 51/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 16:01:42,216 - INFO - train_loss:1.184242306871617 in epoch51
2025-02-03 16:01:42,216 - INFO - train_acc:0.9087842459395559 in epoch51
2025-02-03 16:01:42,217 - INFO - Epoch 51: Learning Rate: [9.828260720073352e-05]
Epoch 51/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-03 16:01:47,486 - INFO - valid_loss:1.1927265723546345 in epoch51
2025-02-03 16:01:47,486 - INFO - valid_acc:0.9145213274039693 in epoch51
2025-02-03 16:01:47,486 - INFO - Mean iou = 84.80% in epoch51
2025-02-03 16:01:47,487 - INFO - save the model in epoch51
Epoch 52/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 16:04:04,626 - INFO - train_loss:1.1842696546240057 in epoch52
2025-02-03 16:04:04,627 - INFO - train_acc:0.9105063733505278 in epoch52
2025-02-03 16:04:04,627 - INFO - Epoch 52: Learning Rate: [9.819832322048919e-05]
Epoch 52/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 16:04:09,914 - INFO - valid_loss:1.1927167276541393 in epoch52
2025-02-03 16:04:09,915 - INFO - valid_acc:0.9119194858540801 in epoch52
2025-02-03 16:04:09,915 - INFO - Mean iou = 84.38% in epoch52
Epoch 53/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 16:06:26,788 - INFO - train_loss:1.1840512080395476 in epoch53
2025-02-03 16:06:26,789 - INFO - train_acc:0.9117086752280809 in epoch53
2025-02-03 16:06:26,789 - INFO - Epoch 53: Learning Rate: [9.81120582014876e-05]
Epoch 53/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-03 16:06:32,110 - INFO - valid_loss:1.1926491657892864 in epoch53
2025-02-03 16:06:32,111 - INFO - valid_acc:0.9135034908813652 in epoch53
2025-02-03 16:06:32,111 - INFO - Mean iou = 84.64% in epoch53
Epoch 54/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 16:08:49,102 - INFO - train_loss:1.184045577936984 in epoch54
2025-02-03 16:08:49,103 - INFO - train_acc:0.9116942915461184 in epoch54
2025-02-03 16:08:49,103 - INFO - Epoch 54: Learning Rate: [9.802381568974582e-05]
Epoch 54/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 16:08:54,392 - INFO - valid_loss:1.1925895512104034 in epoch54
2025-02-03 16:08:54,393 - INFO - valid_acc:0.9128558479927156 in epoch54
2025-02-03 16:08:54,393 - INFO - Mean iou = 84.53% in epoch54
Epoch 55/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 16:11:11,323 - INFO - train_loss:1.1840988980962874 in epoch55
2025-02-03 16:11:11,324 - INFO - train_acc:0.9115270872291674 in epoch55
2025-02-03 16:11:11,324 - INFO - Epoch 55: Learning Rate: [9.793359931256785e-05]
Epoch 55/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-03 16:11:16,660 - INFO - valid_loss:1.1925234099229176 in epoch55
2025-02-03 16:11:16,660 - INFO - valid_acc:0.9134207414067116 in epoch55
2025-02-03 16:11:16,661 - INFO - Mean iou = 84.63% in epoch55
Epoch 56/500 [Training]: 100%|████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 16:13:33,595 - INFO - train_loss:1.1841183228695646 in epoch56
2025-02-03 16:13:33,596 - INFO - train_acc:0.9118874348969734 in epoch56
2025-02-03 16:13:33,596 - INFO - Epoch 56: Learning Rate: [9.784141277839564e-05]
Epoch 56/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-03 16:13:38,899 - INFO - valid_loss:1.1925915280977886 in epoch56
2025-02-03 16:13:38,900 - INFO - valid_acc:0.9077797620172311 in epoch56
2025-02-03 16:13:38,900 - INFO - Mean iou = 83.74% in epoch56
Epoch 57/500 [Training]: 100%|████████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 16:15:56,036 - INFO - train_loss:1.1842100740747248 in epoch57
2025-02-03 16:15:56,037 - INFO - train_acc:0.9127900450506073 in epoch57
2025-02-03 16:15:56,037 - INFO - Epoch 57: Learning Rate: [9.774725987665651e-05]
Epoch 57/500 [Validation]: 100%|████████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 16:16:01,320 - INFO - valid_loss:1.1927705307801564 in epoch57
2025-02-03 16:16:01,320 - INFO - valid_acc:0.9120786152602508 in epoch57
2025-02-03 16:16:01,320 - INFO - Mean iou = 84.42% in epoch57
