2025-01-26 01:45:27,643 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=1000, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/', log_file_path='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/training.log')
Epoch 1/1000 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:44<00:00,  1.69batch/s]
2025-01-26 02:19:32,959 - INFO - Mean iou = 83.45% in epoch35
2025-01-26 02:19:32,959 - INFO - save the model in epoch35
Epoch 36/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 02:20:16,158 - INFO - train_loss:1.1037031459808349 in epoch36
2025-01-26 02:20:16,158 - INFO - train_acc:0.9299269735394083 in epoch36
2025-01-26 02:20:16,159 - INFO - Epoch 36: Learning Rate: [9.982993057234766e-05]
Epoch 36/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 02:20:31,270 - INFO - valid_loss:1.1081946335340802 in epoch36
2025-01-26 02:20:31,271 - INFO - valid_acc:0.9012136524057294 in epoch36
2025-01-26 02:20:31,271 - INFO - Mean iou = 82.76% in epoch36
Epoch 37/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 02:21:14,285 - INFO - train_loss:1.1039599434534708 in epoch37
2025-01-26 02:21:14,286 - INFO - train_acc:0.9290794669833754 in epoch37
2025-01-26 02:21:14,286 - INFO - Epoch 37: Learning Rate: [9.981660488448025e-05]
Epoch 37/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 02:21:29,486 - INFO - valid_loss:1.1086602587448924 in epoch37
2025-01-26 02:21:29,486 - INFO - valid_acc:0.9042605767279628 in epoch37
2025-01-26 02:21:29,486 - INFO - Mean iou = 83.22% in epoch37
Epoch 38/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 02:22:12,048 - INFO - train_loss:1.1039508930842081 in epoch38
2025-01-26 02:22:12,049 - INFO - train_acc:0.9301265508276104 in epoch38
2025-01-26 02:22:12,049 - INFO - Epoch 38: Learning Rate: [9.980277759430469e-05]
Epoch 38/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 02:22:27,195 - INFO - valid_loss:1.1078519005524485 in epoch38
2025-01-26 02:22:27,196 - INFO - valid_acc:0.8927196235163695 in epoch38
2025-01-26 02:22:27,196 - INFO - Mean iou = 81.46% in epoch38
Epoch 39/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 02:23:10,040 - INFO - train_loss:1.103791143099467 in epoch39
2025-01-26 02:23:10,041 - INFO - train_acc:0.9302147277014171 in epoch39
2025-01-26 02:23:10,041 - INFO - Epoch 39: Learning Rate: [9.97884488410616e-05]
Epoch 39/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.47batch/s]
2025-01-26 02:23:25,427 - INFO - valid_loss:1.108251901049363 in epoch39
2025-01-26 02:23:25,428 - INFO - valid_acc:0.9005198989298272 in epoch39
2025-01-26 02:23:25,428 - INFO - Mean iou = 82.67% in epoch39
Epoch 40/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 02:24:08,751 - INFO - train_loss:1.103751819928487 in epoch40
2025-01-26 02:24:08,752 - INFO - train_acc:0.9298129647160925 in epoch40
2025-01-26 02:24:08,752 - INFO - Epoch 40: Learning Rate: [9.977361876904137e-05]
Epoch 40/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 02:24:23,941 - INFO - valid_loss:1.1080574048192877 in epoch40
2025-01-26 02:24:23,942 - INFO - valid_acc:0.900284345029952 in epoch40
2025-01-26 02:24:23,942 - INFO - Mean iou = 82.60% in epoch40
Epoch 41/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 02:25:06,850 - INFO - train_loss:1.1035679737726847 in epoch41
2025-01-26 02:25:06,851 - INFO - train_acc:0.9327893636348811 in epoch41
2025-01-26 02:25:06,851 - INFO - Epoch 41: Learning Rate: [9.975828752758268e-05]
Epoch 41/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 02:25:22,029 - INFO - valid_loss:1.1081076233010543 in epoch41
2025-01-26 02:25:22,029 - INFO - valid_acc:0.90825383190824 in epoch41
2025-01-26 02:25:22,030 - INFO - Mean iou = 83.85% in epoch41
2025-01-26 02:25:22,030 - INFO - save the model in epoch41
Epoch 42/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.72batch/s]
2025-01-26 02:26:05,939 - INFO - train_loss:1.1033686765034993 in epoch42
2025-01-26 02:26:05,940 - INFO - train_acc:0.9349146656019066 in epoch42
2025-01-26 02:26:05,940 - INFO - Epoch 42: Learning Rate: [9.974245527107095e-05]
Epoch 42/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 02:26:20,895 - INFO - valid_loss:1.107595566071962 in epoch42
2025-01-26 02:26:20,895 - INFO - valid_acc:0.8980291627477148 in epoch42
2025-01-26 02:26:20,896 - INFO - Mean iou = 82.28% in epoch42
Epoch 43/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 02:27:03,925 - INFO - train_loss:1.1035984945297241 in epoch43
2025-01-26 02:27:03,926 - INFO - train_acc:0.9347120003970645 in epoch43
2025-01-26 02:27:03,927 - INFO - Epoch 43: Learning Rate: [9.972612215893683e-05]
Epoch 43/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 02:27:18,973 - INFO - valid_loss:1.1072597472291243 in epoch43
2025-01-26 02:27:18,973 - INFO - valid_acc:0.9067688626827314 in epoch43
2025-01-26 02:27:18,974 - INFO - Mean iou = 83.60% in epoch43
Epoch 44/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 02:28:01,702 - INFO - train_loss:1.103463560740153 in epoch44
2025-01-26 02:28:01,702 - INFO - train_acc:0.9343161211189372 in epoch44
2025-01-26 02:28:01,703 - INFO - Epoch 44: Learning Rate: [9.970928835565457e-05]
Epoch 44/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.47batch/s]
2025-01-26 02:28:17,094 - INFO - valid_loss:1.107923554746728 in epoch44
2025-01-26 02:28:17,094 - INFO - valid_acc:0.90869980920887 in epoch44
2025-01-26 02:28:17,094 - INFO - Mean iou = 83.90% in epoch44
2025-01-26 02:28:17,095 - INFO - save the model in epoch44
Epoch 45/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 02:28:59,911 - INFO - train_loss:1.1031367301940918 in epoch45
2025-01-26 02:28:59,912 - INFO - train_acc:0.9356949025437666 in epoch45
2025-01-26 02:28:59,912 - INFO - Epoch 45: Learning Rate: [9.969195403074041e-05]
Epoch 45/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 02:29:14,935 - INFO - valid_loss:1.10812109708786 in epoch45
2025-01-26 02:29:14,936 - INFO - valid_acc:0.9035469722231577 in epoch45
2025-01-26 02:29:14,936 - INFO - Mean iou = 83.12% in epoch45
Epoch 46/1000 [Training]: 100%|█████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 02:29:57,997 - INFO - train_loss:1.1034482034047444 in epoch46
2025-01-26 02:29:57,998 - INFO - train_acc:0.9338515084235048 in epoch46
2025-01-26 02:29:57,998 - INFO - Epoch 46: Learning Rate: [9.967411935875077e-05]
Epoch 46/1000 [Validation]: 100%|███████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.47batch/s]
