2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
Epoch 36/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:07<00:00,  1.83batch/s]
2025-02-02 17:09:35,857 - INFO - valid_loss:1.1504344389988825 in epoch36
2025-02-02 17:09:35,857 - INFO - valid_acc:0.9349889617945097 in epoch36
2025-02-02 17:09:35,857 - INFO - Mean iou = 88.15% in epoch36
2025-02-02 17:09:35,858 - INFO - save the model in epoch36
Epoch 37/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:51<00:00,  1.45batch/s]
2025-02-02 17:10:27,726 - INFO - train_loss:1.1551515007019042 in epoch37
2025-02-02 17:10:27,727 - INFO - train_acc:0.9408188793862011 in epoch37
2025-02-02 17:10:27,727 - INFO - Epoch 37: Learning Rate: [9.925278273468229e-05]
Epoch 37/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.94batch/s]
2025-02-02 17:10:34,428 - INFO - valid_loss:1.151484883748568 in epoch37
2025-02-02 17:10:34,428 - INFO - valid_acc:0.9318344248270996 in epoch37
2025-02-02 17:10:34,428 - INFO - Mean iou = 87.61% in epoch37
Epoch 38/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:51<00:00,  1.46batch/s]
2025-02-02 17:11:25,915 - INFO - train_loss:1.1550879923502604 in epoch38
2025-02-02 17:11:25,916 - INFO - train_acc:0.9398334604891382 in epoch38
2025-02-02 17:11:25,916 - INFO - Epoch 38: Learning Rate: [9.91965597819885e-05]
Epoch 38/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.96batch/s]
2025-02-02 17:11:32,563 - INFO - valid_loss:1.1507379916998057 in epoch38
2025-02-02 17:11:32,564 - INFO - valid_acc:0.9300062043733508 in epoch38
2025-02-02 17:11:32,564 - INFO - Mean iou = 87.33% in epoch38
Epoch 39/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:51<00:00,  1.46batch/s]
2025-02-02 17:12:24,102 - INFO - train_loss:1.1550395075480144 in epoch39
2025-02-02 17:12:24,103 - INFO - train_acc:0.9407141698330759 in epoch39
2025-02-02 17:12:24,103 - INFO - Epoch 39: Learning Rate: [9.913831475694222e-05]
Epoch 39/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.95batch/s]
2025-02-02 17:12:30,788 - INFO - valid_loss:1.1509381807767427 in epoch39
2025-02-02 17:12:30,789 - INFO - valid_acc:0.934080501104703 in epoch39
2025-02-02 17:12:30,789 - INFO - Mean iou = 88.00% in epoch39
Epoch 40/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.53batch/s]
2025-02-02 17:13:19,936 - INFO - train_loss:1.1549782450993855 in epoch40
2025-02-02 17:13:19,936 - INFO - train_acc:0.9418888748422108 in epoch40
2025-02-02 17:13:19,937 - INFO - Epoch 40: Learning Rate: [9.907805005376832e-05]
Epoch 40/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.06batch/s]
2025-02-02 17:13:26,239 - INFO - valid_loss:1.151083304331853 in epoch40
2025-02-02 17:13:26,240 - INFO - valid_acc:0.9351693620741546 in epoch40
2025-02-02 17:13:26,240 - INFO - Mean iou = 88.18% in epoch40
2025-02-02 17:13:26,240 - INFO - save the model in epoch40
Epoch 41/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:50<00:00,  1.50batch/s]
2025-02-02 17:14:16,378 - INFO - train_loss:1.1549807786941528 in epoch41
2025-02-02 17:14:16,379 - INFO - train_acc:0.941324276190549 in epoch41
2025-02-02 17:14:16,379 - INFO - Epoch 41: Learning Rate: [9.90157681497127e-05]
Epoch 41/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.98batch/s]
2025-02-02 17:14:22,950 - INFO - valid_loss:1.1512896372721746 in epoch41
2025-02-02 17:14:22,950 - INFO - valid_acc:0.9334244906322672 in epoch41
2025-02-02 17:14:22,951 - INFO - Mean iou = 87.89% in epoch41
Epoch 42/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.51batch/s]
2025-02-02 17:15:12,504 - INFO - train_loss:1.1550944566726684 in epoch42
2025-02-02 17:15:12,509 - INFO - train_acc:0.9425817899015605 in epoch42
2025-02-02 17:15:12,510 - INFO - Epoch 42: Learning Rate: [9.895147160494048e-05]
Epoch 42/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.17batch/s]
2025-02-02 17:15:18,510 - INFO - valid_loss:1.1501077780356774 in epoch42
2025-02-02 17:15:18,510 - INFO - valid_acc:0.9344537789817386 in epoch42
2025-02-02 17:15:18,511 - INFO - Mean iou = 88.05% in epoch42
Epoch 43/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 17:16:07,349 - INFO - train_loss:1.1548903242746988 in epoch43
2025-02-02 17:16:07,350 - INFO - train_acc:0.9436048969092534 in epoch43
2025-02-02 17:16:07,350 - INFO - Epoch 43: Learning Rate: [9.888516306243081e-05]
Epoch 43/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.10batch/s]
2025-02-02 17:16:13,533 - INFO - valid_loss:1.1503822528398955 in epoch43
2025-02-02 17:16:13,533 - INFO - valid_acc:0.9349542579621256 in epoch43
2025-02-02 17:16:13,534 - INFO - Mean iou = 88.13% in epoch43
Epoch 44/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.52batch/s]
2025-02-02 17:17:03,030 - INFO - train_loss:1.154919449488322 in epoch44
2025-02-02 17:17:03,031 - INFO - train_acc:0.9441223012457463 in epoch44
2025-02-02 17:17:03,032 - INFO - Epoch 44: Learning Rate: [9.881684524786815e-05]
Epoch 44/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.98batch/s]
2025-02-02 17:17:09,605 - INFO - valid_loss:1.1507503161063561 in epoch44
2025-02-02 17:17:09,605 - INFO - valid_acc:0.9385983056549769 in epoch44
2025-02-02 17:17:09,605 - INFO - Mean iou = 88.76% in epoch44
2025-02-02 17:17:09,606 - INFO - save the model in epoch44
Epoch 45/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.51batch/s]
2025-02-02 17:17:59,465 - INFO - train_loss:1.1548992204666138 in epoch45
2025-02-02 17:17:59,466 - INFO - train_acc:0.9444028581178514 in epoch45
2025-02-02 17:17:59,466 - INFO - Epoch 45: Learning Rate: [9.874652096953027e-05]
Epoch 45/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.02batch/s]
2025-02-02 17:18:05,893 - INFO - valid_loss:1.150969386100769 in epoch45
2025-02-02 17:18:05,894 - INFO - valid_acc:0.9349159918285177 in epoch45
2025-02-02 17:18:05,894 - INFO - Mean iou = 88.14% in epoch45
Epoch 46/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.53batch/s]
2025-02-02 17:18:54,853 - INFO - train_loss:1.1550561141967775 in epoch46
2025-02-02 17:18:54,854 - INFO - train_acc:0.9424145063225444 in epoch46
2025-02-02 17:18:54,854 - INFO - Epoch 46: Learning Rate: [9.867419311817282e-05]
Epoch 46/500 [Validation]: 100%|█████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.02batch/s]
